initial_test_tool,initial_test_generation_time,project,bug_id,test_id,boosting_time,bug_detection,mode
ES,30,Math,38,2,60,no,-
ES,30,Math,38,3,60,no,-
ES,30,Math,38,4,60,yes,seq-p
ES,30,Math,39,0,60,yes,seq-p
ES,30,Math,39,1,60,no,-
ES,30,Math,39,2,60,no,-
ES,30,Math,39,3,60,no,-
ES,30,Math,39,4,60,yes,seq-p
ES,30,Math,40,0,60,no,-
ES,30,Math,40,1,60,yes,seq-p
ES,30,Math,40,2,60,yes,both
ES,30,Math,40,3,60,yes,seq-p
ES,30,Math,40,4,60,yes,both
ES,30,Math,41,0,60,no,-
ES,30,Math,41,1,60,no,-
ES,30,Math,41,2,60,no,-
ES,30,Math,41,3,60,no,-
ES,30,Math,41,4,60,no,-
ES,30,Math,42,0,60,no,-
ES,30,Math,42,1,60,yes,seq-p
ES,30,Math,42,2,60,no,-
ES,30,Math,42,3,60,no,-
ES,30,Math,42,4,60,no,-
ES,30,Math,43,0,60,yes,seq-p
ES,30,Math,43,1,60,yes,seq-p
ES,30,Math,43,2,60,yes,seq-p
ES,30,Math,43,3,60,yes,seq-p
ES,30,Math,43,4,60,no,-
ES,30,Math,44,0,60,no,-
ES,30,Math,44,1,60,no,-
ES,30,Math,44,2,60,no,-
ES,30,Math,44,3,60,no,-
ES,30,Math,44,4,60,no,-
ES,30,Math,45,0,60,yes,both
ES,30,Math,45,1,60,yes,both
ES,30,Math,45,2,60,yes,both
ES,30,Math,45,3,60,yes,both
ES,30,Math,45,4,60,yes,both
ES,30,Math,46,0,60,yes,seq-p
ES,30,Math,46,1,60,no,-
ES,30,Math,46,2,60,yes,seq-p
ES,30,Math,46,3,60,no,-
ES,30,Math,46,4,60,no,-
ES,30,Math,47,0,60,no,-
ES,30,Math,47,1,60,no,-
ES,30,Math,47,2,60,no,-
ES,30,Math,47,3,60,yes,seq-p
ES,30,Math,47,4,60,no,-
ES,30,Math,48,0,60,no,-
ES,30,Math,48,1,60,yes,seq-p
ES,30,Math,48,2,60,no,-
ES,30,Math,48,3,60,yes,both
ES,30,Math,48,4,60,no,-
ES,30,Math,49,0,60,no,-
ES,30,Math,49,1,60,no,-
ES,30,Math,49,2,60,yes,seq-p
ES,30,Math,49,3,60,no,-
ES,30,Math,49,4,60,no,-
ES,30,Math,50,0,60,no,-
ES,30,Math,50,1,60,no,-
ES,30,Math,50,2,60,no,-
ES,30,Math,50,3,60,yes,seq-p
ES,30,Math,50,4,60,no,-
ES,30,Math,51,0,60,no,-
ES,30,Math,51,1,60,yes,seq-c
ES,30,Math,51,2,60,no,-
ES,30,Math,51,3,60,no,-
ES,30,Math,51,4,60,no,-
ES,30,Math,52,0,60,no,-
ES,30,Math,52,1,60,no,-
ES,30,Math,52,2,60,no,-
ES,30,Math,52,3,60,no,-
ES,30,Math,52,4,60,no,-
ES,30,Math,53,0,60,no,-
ES,30,Math,53,1,60,no,-
ES,30,Math,53,2,60,no,-
ES,30,Math,53,3,60,no,-
ES,30,Math,53,4,60,no,-
ES,30,Math,54,0,60,no,-
ES,30,Math,54,1,60,no,-
ES,30,Math,54,2,60,no,-
ES,30,Math,54,3,60,no,-
ES,30,Math,54,4,60,no,-
ES,30,Math,55,0,60,no,-
ES,30,Math,55,1,60,no,-
ES,30,Math,55,2,60,no,-
ES,30,Math,55,3,60,no,-
ES,30,Math,55,4,60,no,-
ES,30,Math,56,0,60,no,-
ES,30,Math,56,1,60,no,-
ES,30,Math,56,2,60,no,-
ES,30,Math,56,3,60,yes,seq-p
ES,30,Math,56,4,60,no,-
ES,30,Math,57,0,60,no,-
ES,30,Math,57,1,60,no,-
ES,30,Math,57,2,60,no,-
ES,30,Math,57,3,60,no,-
ES,30,Math,57,4,60,no,-
ES,30,Math,58,0,60,no,-
ES,30,Math,58,1,60,no,-
ES,30,Math,58,2,60,no,-
ES,30,Math,58,3,60,no,-
ES,30,Math,58,4,60,no,-
ES,30,Math,59,0,60,yes,seq-c
ES,30,Math,59,1,60,no,-
ES,30,Math,59,2,60,no,-
ES,30,Math,59,3,60,no,-
ES,30,Math,59,4,60,no,-
ES,30,Math,60,0,60,yes,seq-p
ES,30,Math,60,1,60,yes,seq-p
ES,30,Math,60,2,60,yes,seq-p
ES,30,Math,60,3,60,no,-
ES,30,Math,60,4,60,no,-
ES,30,Math,61,0,60,yes,both
ES,30,Math,61,1,60,yes,both
ES,30,Math,61,2,60,yes,both
ES,30,Math,61,3,60,yes,both
ES,30,Math,61,4,60,yes,both
ES,30,Math,62,0,60,no,-
ES,30,Math,62,1,60,no,-
ES,30,Math,62,2,60,no,-
ES,30,Math,62,3,60,no,-
ES,30,Math,62,4,60,no,-
ES,30,Math,63,0,60,no,-
ES,30,Math,63,1,60,yes,seq-c
ES,30,Math,63,2,60,no,-
ES,30,Math,63,3,60,yes,seq-c
ES,30,Math,63,4,60,no,-
ES,30,Math,64,0,60,no,-
ES,30,Math,64,1,60,no,-
ES,30,Math,64,2,60,no,-
ES,30,Math,64,3,60,no,-
ES,30,Math,64,4,60,no,-
ES,30,Math,65,0,60,no,-
ES,30,Math,65,1,60,no,-
ES,30,Math,65,2,60,no,-
ES,30,Math,65,3,60,no,-
ES,30,Math,65,4,60,no,-
ES,30,Math,66,0,60,yes,both
ES,30,Math,66,1,60,yes,both
ES,30,Math,66,2,60,yes,both
ES,30,Math,66,3,60,yes,both
ES,30,Math,66,4,60,yes,both
ES,30,Math,67,0,60,no,-
ES,30,Math,67,1,60,no,-
ES,30,Math,67,2,60,no,-
ES,30,Math,67,3,60,no,-
ES,30,Math,67,4,60,no,-
ES,30,Math,68,0,60,no,-
ES,30,Math,68,1,60,no,-
ES,30,Math,68,2,60,no,-
ES,30,Math,68,3,60,no,-
ES,30,Math,68,4,60,no,-
ES,30,Math,69,0,60,no,-
ES,30,Math,69,1,60,no,-
ES,30,Math,69,2,60,no,-
ES,30,Math,69,3,60,no,-
ES,30,Math,69,4,60,no,-
ES,30,Math,70,0,60,no,-
ES,30,Math,70,1,60,yes,both
ES,30,Math,70,2,60,no,-
ES,30,Math,70,3,60,yes,both
ES,30,Math,70,4,60,yes,seq-p
ES,30,Math,71,0,60,no,-
ES,30,Math,71,1,60,no,-
ES,30,Math,71,2,60,no,-
ES,30,Math,71,3,60,no,-
ES,30,Math,71,4,60,yes,seq-p
ES,30,Math,72,0,60,no,-
ES,30,Math,72,1,60,no,-
ES,30,Math,72,2,60,no,-
ES,30,Math,72,3,60,no,-
ES,30,Math,72,4,60,no,-
ES,30,Math,73,0,60,yes,both
ES,30,Math,73,1,60,yes,seq-c
ES,30,Math,73,2,60,yes,both
ES,30,Math,73,3,60,yes,seq-p
ES,30,Math,73,4,60,yes,both
ES,30,Math,74,0,60,no,-
ES,30,Math,74,1,60,no,-
ES,30,Math,74,2,60,no,-
ES,30,Math,74,3,60,no,-
ES,30,Math,74,4,60,no,-
ES,30,Math,75,0,60,yes,seq-p
ES,30,Math,75,1,60,no,-
ES,30,Math,75,2,60,yes,seq-c
ES,30,Math,75,3,60,no,-
ES,30,Math,75,4,60,no,-
ES,30,Math,76,0,60,no,-
ES,30,Math,76,1,60,no,-
ES,30,Math,76,2,60,no,-
ES,30,Math,76,3,60,no,-
ES,30,Math,76,4,60,no,-
ES,30,Math,77,0,60,no,-
ES,30,Math,77,1,60,yes,both
ES,30,Math,77,2,60,yes,both
ES,30,Math,77,3,60,yes,both
ES,30,Math,77,4,60,yes,seq-p
ES,30,Math,78,0,60,no,-
ES,30,Math,78,1,60,no,-
ES,30,Math,78,2,60,no,-
ES,30,Math,78,3,60,no,-
ES,30,Math,78,4,60,no,-
ES,30,Math,79,0,60,no,-
ES,30,Math,79,1,60,no,-
ES,30,Math,79,2,60,no,-
ES,30,Math,79,3,60,no,-
ES,30,Math,79,4,60,no,-
ES,30,Math,80,0,60,no,-
ES,30,Math,80,1,60,no,-
ES,30,Math,80,2,60,no,-
ES,30,Math,80,3,60,no,-
ES,30,Math,80,4,60,no,-
ES,30,Math,81,0,60,no,-
ES,30,Math,81,1,60,no,-
ES,30,Math,81,2,60,no,-
ES,30,Math,81,3,60,no,-
ES,30,Math,81,4,60,no,-
ES,30,Math,82,0,60,no,-
ES,30,Math,82,1,60,no,-
ES,30,Math,82,2,60,no,-
ES,30,Math,82,3,60,no,-
ES,30,Math,82,4,60,no,-
ES,30,Math,83,0,60,no,-
ES,30,Math,83,1,60,no,-
ES,30,Math,83,2,60,no,-
ES,30,Math,83,3,60,yes,seq-p
ES,30,Math,83,4,60,no,-
ES,30,Math,85,0,60,yes,seq-p
ES,30,Math,85,1,60,yes,seq-p
ES,30,Math,85,2,60,yes,seq-c
ES,30,Math,85,3,60,yes,seq-p
ES,30,Math,85,4,60,yes,both
ES,30,Math,86,0,60,no,-
ES,30,Math,86,1,60,no,-
ES,30,Math,86,2,60,yes,seq-p
ES,30,Math,86,3,60,yes,seq-p
ES,30,Math,86,4,60,yes,seq-p
ES,30,Math,87,0,60,yes,seq-p
ES,30,Math,87,1,60,yes,seq-p
ES,30,Math,87,2,60,yes,seq-p
ES,30,Math,87,3,60,yes,seq-p
ES,30,Math,87,4,60,yes,seq-p
ES,30,Math,88,0,60,no,-
ES,30,Math,88,1,60,no,-
ES,30,Math,88,2,60,no,-
ES,30,Math,88,3,60,no,-
ES,30,Math,88,4,60,no,-
ES,30,Math,89,0,60,yes,seq-p
ES,30,Math,89,1,60,yes,seq-p
ES,30,Math,89,2,60,yes,seq-p
ES,30,Math,89,3,60,yes,seq-p
ES,30,Math,89,4,60,yes,both
ES,30,Math,90,0,60,yes,both
ES,30,Math,90,1,60,no,-
ES,30,Math,90,2,60,yes,both
ES,30,Math,90,3,60,yes,both
ES,30,Math,90,4,60,no,-
ES,30,Math,91,0,60,no,-
ES,30,Math,91,1,60,no,-
ES,30,Math,91,2,60,no,-
ES,30,Math,91,3,60,no,-
ES,30,Math,91,4,60,no,-
ES,30,Math,92,0,60,yes,seq-p
ES,30,Math,92,1,60,yes,seq-p
ES,30,Math,92,2,60,yes,both
ES,30,Math,92,3,60,yes,both
ES,30,Math,92,4,60,yes,seq-p
ES,30,Math,93,0,60,no,-
ES,30,Math,93,1,60,no,-
ES,30,Math,93,2,60,no,-
ES,30,Math,93,3,60,no,-
ES,30,Math,93,4,60,no,-
ES,30,Math,94,0,60,no,-
ES,30,Math,94,1,60,no,-
ES,30,Math,94,2,60,no,-
ES,30,Math,94,3,60,no,-
ES,30,Math,94,4,60,no,-
ES,30,Math,95,0,60,yes,both
ES,30,Math,95,1,60,yes,both
ES,30,Math,95,2,60,yes,both
ES,30,Math,95,3,60,yes,both
ES,30,Math,95,4,60,yes,both
ES,30,Math,96,0,60,no,-
ES,30,Math,96,1,60,yes,seq-p
ES,30,Math,96,2,60,no,-
ES,30,Math,96,3,60,no,-
ES,30,Math,96,4,60,no,-
ES,30,Math,97,0,60,yes,both
ES,30,Math,97,1,60,yes,both
ES,30,Math,97,2,60,yes,both
ES,30,Math,97,3,60,yes,both
ES,30,Math,97,4,60,yes,both
ES,30,Math,98,0,60,yes,seq-p
ES,30,Math,98,1,60,no,-
ES,30,Math,98,2,60,yes,seq-p
ES,30,Math,98,3,60,no,-
ES,30,Math,98,4,60,yes,both
ES,30,Math,99,0,60,no,-
ES,30,Math,99,1,60,no,-
ES,30,Math,99,2,60,no,-
ES,30,Math,99,3,60,no,-
ES,30,Math,99,4,60,yes,both
ES,30,Math,100,0,60,no,-
ES,30,Math,100,1,60,no,-
ES,30,Math,100,2,60,no,-
ES,30,Math,100,3,60,no,-
ES,30,Math,100,4,60,no,-
ES,30,Math,101,0,60,yes,seq-p
ES,30,Math,101,1,60,yes,seq-p
ES,30,Math,101,2,60,yes,seq-p
ES,30,Math,101,3,60,yes,seq-p
ES,30,Math,101,4,60,yes,seq-p
ES,30,Math,102,0,60,yes,seq-p
ES,30,Math,102,1,60,yes,seq-p
ES,30,Math,102,2,60,yes,seq-p
ES,30,Math,102,3,60,yes,seq-p
ES,30,Math,102,4,60,yes,seq-p
ES,30,Math,103,0,60,no,-
ES,30,Math,103,1,60,yes,seq-p
ES,30,Math,103,2,60,yes,seq-p
ES,30,Math,103,3,60,no,-
ES,30,Math,103,4,60,no,-
ES,30,Math,104,0,60,no,-
ES,30,Math,104,1,60,no,-
ES,30,Math,104,2,60,no,-
ES,30,Math,104,3,60,yes,seq-p
ES,30,Math,104,4,60,no,-
ES,30,Math,105,0,60,no,-
ES,30,Math,105,1,60,yes,seq-p
ES,30,Math,105,2,60,no,-
ES,30,Math,105,3,60,no,-
ES,30,Math,105,4,60,no,-
ES,30,Math,106,0,60,no,-
ES,30,Math,106,1,60,no,-
ES,30,Math,106,2,60,no,-
ES,30,Math,106,3,60,no,-
ES,30,Math,106,4,60,no,-
ES,30,Mockito,1,0,60,no,-
ES,30,Mockito,1,1,60,no,-
ES,30,Mockito,1,2,60,no,-
ES,30,Mockito,1,3,60,no,-
ES,30,Mockito,1,4,60,no,-
ES,30,Mockito,2,0,60,no,-
ES,30,Mockito,2,1,60,no,-
ES,30,Mockito,2,2,60,no,-
ES,30,Mockito,2,3,60,no,-
ES,30,Mockito,2,4,60,no,-
ES,30,Mockito,3,0,60,no,-
ES,30,Mockito,3,1,60,no,-
ES,30,Mockito,3,2,60,no,-
ES,30,Mockito,3,3,60,no,-
ES,30,Mockito,3,4,60,no,-
ES,30,Mockito,4,0,60,no,-
ES,30,Mockito,4,1,60,no,-
ES,30,Mockito,4,2,60,no,-
ES,30,Mockito,4,3,60,no,-
ES,30,Mockito,4,4,60,no,-
ES,30,Mockito,5,0,60,no,-
ES,30,Mockito,5,1,60,no,-
ES,30,Mockito,5,2,60,no,-
ES,30,Mockito,5,3,60,no,-
ES,30,Mockito,5,4,60,no,-
ES,30,Mockito,6,0,60,no,-
ES,30,Mockito,6,1,60,no,-
ES,30,Mockito,6,2,60,no,-
ES,30,Mockito,6,3,60,no,-
ES,30,Mockito,6,4,60,no,-
ES,30,Mockito,7,0,60,no,-
ES,30,Mockito,7,1,60,no,-
ES,30,Mockito,7,2,60,no,-
ES,30,Mockito,7,3,60,no,-
ES,30,Mockito,7,4,60,no,-
ES,30,Mockito,8,0,60,no,-
ES,30,Mockito,8,1,60,no,-
ES,30,Mockito,8,2,60,no,-
ES,30,Mockito,8,3,60,no,-
ES,30,Mockito,8,4,60,no,-
ES,30,Mockito,9,0,60,no,-
ES,30,Mockito,9,1,60,no,-
ES,30,Mockito,9,2,60,no,-
ES,30,Mockito,9,3,60,no,-
ES,30,Mockito,9,4,60,no,-
ES,30,Mockito,10,0,60,no,-
ES,30,Mockito,10,1,60,no,-
ES,30,Mockito,10,2,60,no,-
ES,30,Mockito,10,3,60,no,-
ES,30,Mockito,10,4,60,no,-
ES,30,Mockito,11,0,60,no,-
ES,30,Mockito,11,1,60,no,-
ES,30,Mockito,11,2,60,no,-
ES,30,Mockito,11,3,60,no,-
ES,30,Mockito,11,4,60,no,-
ES,30,Mockito,12,0,60,no,-
ES,30,Mockito,12,1,60,no,-
ES,30,Mockito,12,2,60,no,-
ES,30,Mockito,12,3,60,no,-
ES,30,Mockito,12,4,60,no,-
ES,30,Mockito,13,0,60,no,-
ES,30,Mockito,13,1,60,no,-
ES,30,Mockito,13,2,60,no,-
ES,30,Mockito,13,3,60,no,-
ES,30,Mockito,13,4,60,no,-
ES,30,Mockito,14,0,60,no,-
ES,30,Mockito,14,1,60,no,-
ES,30,Mockito,14,2,60,no,-
ES,30,Mockito,14,3,60,no,-
ES,30,Mockito,14,4,60,no,-
ES,30,Mockito,15,0,60,no,-
ES,30,Mockito,15,1,60,no,-
ES,30,Mockito,15,2,60,no,-
ES,30,Mockito,15,3,60,no,-
ES,30,Mockito,15,4,60,no,-
ES,30,Mockito,16,0,60,no,-
ES,30,Mockito,16,1,60,no,-
ES,30,Mockito,16,2,60,no,-
ES,30,Mockito,16,3,60,no,-
ES,30,Mockito,16,4,60,no,-
ES,30,Mockito,17,0,60,no,-
ES,30,Mockito,17,1,60,no,-
ES,30,Mockito,17,2,60,no,-
ES,30,Mockito,17,3,60,no,-
ES,30,Mockito,17,4,60,no,-
ES,30,Mockito,18,0,60,no,-
ES,30,Mockito,18,1,60,no,-
ES,30,Mockito,18,2,60,no,-
ES,30,Mockito,18,3,60,no,-
ES,30,Mockito,18,4,60,no,-
ES,30,Mockito,19,0,60,yes,seq-p
ES,30,Mockito,19,1,60,yes,seq-p
ES,30,Mockito,19,2,60,yes,seq-p
ES,30,Mockito,19,3,60,yes,seq-p
ES,30,Mockito,19,4,60,yes,seq-p
ES,30,Mockito,20,0,60,no,-
ES,30,Mockito,20,1,60,no,-
ES,30,Mockito,20,2,60,no,-
ES,30,Mockito,20,3,60,no,-
ES,30,Mockito,20,4,60,no,-
ES,30,Mockito,21,0,60,no,-
ES,30,Mockito,21,1,60,no,-
ES,30,Mockito,21,2,60,no,-
ES,30,Mockito,21,3,60,no,-
ES,30,Mockito,21,4,60,no,-
ES,30,Mockito,22,0,60,no,-
ES,30,Mockito,22,1,60,no,-
ES,30,Mockito,22,2,60,no,-
ES,30,Mockito,22,3,60,no,-
ES,30,Mockito,22,4,60,no,-
ES,30,Mockito,23,0,60,no,-
ES,30,Mockito,23,1,60,no,-
ES,30,Mockito,23,2,60,no,-
ES,30,Mockito,23,3,60,no,-
ES,30,Mockito,23,4,60,no,-
ES,30,Mockito,24,0,60,no,-
ES,30,Mockito,24,1,60,no,-
ES,30,Mockito,24,2,60,no,-
ES,30,Mockito,24,3,60,no,-
ES,30,Mockito,24,4,60,no,-
ES,30,Mockito,25,0,60,no,-
ES,30,Mockito,25,1,60,no,-
ES,30,Mockito,25,2,60,no,-
ES,30,Mockito,25,3,60,no,-
ES,30,Mockito,25,4,60,no,-
ES,30,Mockito,26,0,60,no,-
ES,30,Mockito,26,1,60,no,-
ES,30,Mockito,26,2,60,no,-
ES,30,Mockito,26,3,60,no,-
ES,30,Mockito,26,4,60,no,-
ES,30,Mockito,27,0,60,no,-
ES,30,Mockito,27,1,60,no,-
ES,30,Mockito,27,2,60,no,-
ES,30,Mockito,27,3,60,no,-
ES,30,Mockito,27,4,60,no,-
ES,30,Mockito,28,0,60,no,-
ES,30,Mockito,28,1,60,no,-
ES,30,Mockito,28,2,60,no,-
ES,30,Mockito,28,3,60,no,-
ES,30,Mockito,28,4,60,no,-
ES,30,Mockito,29,0,60,yes,both
ES,30,Mockito,29,1,60,yes,seq-p
ES,30,Mockito,29,2,60,yes,both
ES,30,Mockito,29,3,60,yes,both
ES,30,Mockito,29,4,60,yes,seq-p
ES,30,Mockito,30,0,60,yes,seq-p
ES,30,Mockito,30,1,60,yes,seq-p
ES,30,Mockito,30,2,60,no,-
ES,30,Mockito,30,3,60,yes,both
ES,30,Mockito,30,4,60,yes,both
ES,30,Mockito,31,0,60,no,-
ES,30,Mockito,31,1,60,no,-
ES,30,Mockito,31,2,60,no,-
ES,30,Mockito,31,3,60,no,-
ES,30,Mockito,31,4,60,no,-
ES,30,Mockito,32,0,60,no,-
ES,30,Mockito,32,1,60,no,-
ES,30,Mockito,32,2,60,no,-
ES,30,Mockito,32,3,60,no,-
ES,30,Mockito,32,4,60,no,-
ES,30,Mockito,33,0,60,no,-
ES,30,Mockito,33,1,60,no,-
ES,30,Mockito,33,2,60,no,-
ES,30,Mockito,33,3,60,no,-
ES,30,Mockito,33,4,60,no,-
ES,30,Mockito,34,0,60,no,-
ES,30,Mockito,34,1,60,no,-
ES,30,Mockito,34,2,60,no,-
ES,30,Mockito,34,3,60,no,-
ES,30,Mockito,34,4,60,no,-
ES,30,Mockito,35,0,60,yes,both
ES,30,Mockito,35,1,60,yes,seq-p
ES,30,Mockito,35,2,60,yes,both
ES,30,Mockito,35,3,60,yes,seq-p
ES,30,Mockito,35,4,60,yes,both
ES,30,Mockito,36,0,60,no,-
ES,30,Mockito,36,1,60,no,-
ES,30,Mockito,36,2,60,no,-
ES,30,Mockito,36,3,60,no,-
ES,30,Mockito,36,4,60,no,-
ES,30,Mockito,37,0,60,yes,seq-p
ES,30,Mockito,37,1,60,yes,seq-p
ES,30,Mockito,37,2,60,yes,seq-p
ES,30,Mockito,37,3,60,yes,seq-p
ES,30,Mockito,37,4,60,yes,seq-p
ES,30,Mockito,38,0,60,no,-
ES,30,Mockito,38,1,60,no,-
ES,30,Mockito,38,2,60,no,-
ES,30,Mockito,38,3,60,no,-
ES,30,Mockito,38,4,60,no,-
ES,30,Time,1,0,60,no,-
ES,30,Time,1,1,60,no,-
ES,30,Time,1,2,60,no,-
ES,30,Time,1,3,60,no,-
ES,30,Time,1,4,60,no,-
ES,30,Time,2,0,60,yes,both
ES,30,Time,2,1,60,yes,both
ES,30,Time,2,2,60,yes,seq-p
ES,30,Time,2,3,60,yes,both
ES,30,Time,2,4,60,yes,both
ES,30,Time,3,0,60,no,-
ES,30,Time,3,1,60,no,-
ES,30,Time,3,2,60,no,-
ES,30,Time,3,3,60,no,-
ES,30,Time,3,4,60,no,-
ES,30,Time,4,0,60,yes,seq-p
ES,30,Time,4,1,60,no,-
ES,30,Time,4,2,60,no,-
ES,30,Time,4,3,60,no,-
ES,30,Time,4,4,60,yes,seq-p
ES,30,Time,5,0,60,no,-
ES,30,Time,5,1,60,yes,seq-p
ES,30,Time,5,2,60,yes,seq-p
ES,30,Time,5,3,60,yes,seq-p
ES,30,Time,5,4,60,yes,seq-p
ES,30,Time,6,0,60,yes,both
ES,30,Time,6,1,60,yes,both
ES,30,Time,6,2,60,yes,both
ES,30,Time,6,3,60,yes,both
ES,30,Time,6,4,60,no,-
ES,30,Time,7,0,60,no,-
ES,30,Time,7,1,60,no,-
ES,30,Time,7,2,60,no,-
ES,30,Time,7,3,60,no,-
ES,30,Time,7,4,60,no,-
ES,30,Time,8,0,60,no,-
ES,30,Time,8,1,60,no,-
ES,30,Time,8,2,60,yes,seq-p
ES,30,Time,8,3,60,yes,seq-p
ES,30,Time,8,4,60,yes,seq-p
ES,30,Time,9,0,60,yes,both
ES,30,Time,9,1,60,yes,both
ES,30,Time,9,2,60,yes,seq-p
ES,30,Time,9,3,60,yes,both
ES,30,Time,9,4,60,yes,both
ES,30,Time,10,0,60,no,-
ES,30,Time,10,1,60,no,-
ES,30,Time,10,2,60,no,-
ES,30,Time,10,3,60,no,-
ES,30,Time,10,4,60,no,-
ES,30,Time,11,0,60,yes,both
ES,30,Time,11,1,60,yes,both
ES,30,Time,11,2,60,yes,both
ES,30,Time,11,3,60,yes,both
ES,30,Time,11,4,60,yes,both
ES,30,Time,12,0,60,yes,both
ES,30,Time,12,1,60,yes,seq-p
ES,30,Time,12,2,60,yes,seq-p
ES,30,Time,12,3,60,yes,seq-p
ES,30,Time,12,4,60,no,-
ES,30,Time,13,0,60,no,-
ES,30,Time,13,1,60,no,-
ES,30,Time,13,2,60,no,-
ES,30,Time,13,3,60,no,-
ES,30,Time,13,4,60,no,-
ES,30,Time,14,0,60,yes,seq-p
ES,30,Time,14,1,60,yes,both
ES,30,Time,14,2,60,yes,seq-p
ES,30,Time,14,3,60,no,-
ES,30,Time,14,4,60,yes,both
ES,30,Time,15,0,60,no,-
ES,30,Time,15,1,60,yes,seq-p
ES,30,Time,15,2,60,yes,seq-p
ES,30,Time,15,3,60,no,-
ES,30,Time,15,4,60,no,-
ES,30,Time,16,0,60,no,-
ES,30,Time,16,1,60,no,-
ES,30,Time,16,2,60,no,-
ES,30,Time,16,3,60,no,-
ES,30,Time,16,4,60,no,-
ES,30,Time,17,0,60,yes,seq-p
ES,30,Time,17,1,60,yes,both
ES,30,Time,17,2,60,yes,both
ES,30,Time,17,3,60,no,-
ES,30,Time,17,4,60,yes,seq-p
ES,30,Time,18,0,60,no,-
ES,30,Time,18,1,60,no,-
ES,30,Time,18,2,60,no,-
ES,30,Time,18,3,60,no,-
ES,30,Time,18,4,60,no,-
ES,30,Time,19,0,60,no,-
ES,30,Time,19,1,60,no,-
ES,30,Time,19,2,60,no,-
ES,30,Time,19,3,60,no,-
ES,30,Time,19,4,60,no,-
ES,30,Time,20,0,60,no,-
ES,30,Time,20,1,60,no,-
ES,30,Time,20,2,60,no,-
ES,30,Time,20,3,60,no,-
ES,30,Time,20,4,60,no,-
ES,30,Time,22,0,60,yes,seq-p
ES,30,Time,22,1,60,no,-
ES,30,Time,22,2,60,no,-
ES,30,Time,22,3,60,no,-
ES,30,Time,22,4,60,no,-
ES,30,Time,23,0,60,no,-
ES,30,Time,23,1,60,no,-
ES,30,Time,23,2,60,no,-
ES,30,Time,23,3,60,no,-
ES,30,Time,23,4,60,no,-
ES,30,Time,24,0,60,no,-
ES,30,Time,24,1,60,no,-
ES,30,Time,24,2,60,no,-
ES,30,Time,24,3,60,no,-
ES,30,Time,24,4,60,no,-
ES,30,Time,25,0,60,no,-
ES,30,Time,25,1,60,no,-
ES,30,Time,25,2,60,no,-
ES,30,Time,25,3,60,no,-
ES,30,Time,25,4,60,no,-
ES,30,Time,26,0,60,no,-
ES,30,Time,26,1,60,no,-
ES,30,Time,26,2,60,no,-
ES,30,Time,26,3,60,no,-
ES,30,Time,26,4,60,no,-
ES,30,Time,27,0,60,no,-
ES,30,Time,27,1,60,no,-
ES,30,Time,27,2,60,no,-
ES,30,Time,27,3,60,no,-
ES,30,Time,27,4,60,no,-
ES,240,Chart,1,0,60,yes,seq-p
ES,240,Chart,1,1,60,yes,both
ES,240,Chart,1,2,60,yes,seq-p
ES,240,Chart,1,3,60,yes,both
ES,240,Chart,1,4,60,yes,seq-p
ES,240,Chart,2,0,60,no,-
ES,240,Chart,2,1,60,no,-
ES,240,Chart,2,2,60,no,-
ES,240,Chart,2,3,60,no,-
ES,240,Chart,2,4,60,no,-
ES,240,Chart,3,0,60,no,-
ES,240,Chart,3,1,60,no,-
ES,240,Chart,3,2,60,no,-
ES,240,Chart,3,3,60,no,-
ES,240,Chart,3,4,60,no,-
ES,240,Chart,4,0,60,yes,seq-c
ES,240,Chart,4,1,60,yes,both
ES,240,Chart,4,2,60,no,-
ES,240,Chart,4,3,60,yes,both
ES,240,Chart,4,4,60,yes,both
ES,240,Chart,5,0,60,yes,seq-p
ES,240,Chart,5,1,60,yes,seq-p
ES,240,Chart,5,2,60,no,-
ES,240,Chart,5,3,60,yes,seq-p
ES,240,Chart,5,4,60,yes,seq-p
ES,240,Chart,6,0,60,no,-
ES,240,Chart,6,1,60,yes,seq-p
ES,240,Chart,6,2,60,no,-
ES,240,Chart,6,3,60,no,-
ES,240,Chart,6,4,60,no,-
ES,240,Chart,7,0,60,no,-
ES,240,Chart,7,1,60,no,-
ES,240,Chart,7,2,60,no,-
ES,240,Chart,7,3,60,no,-
ES,240,Chart,7,4,60,no,-
ES,240,Chart,8,0,60,no,-
ES,240,Chart,8,1,60,yes,seq-p
ES,240,Chart,8,2,60,yes,seq-p
ES,240,Chart,8,3,60,no,-
ES,240,Chart,8,4,60,yes,seq-p
ES,240,Chart,9,0,60,no,-
ES,240,Chart,9,1,60,no,-
ES,240,Chart,9,2,60,no,-
ES,240,Chart,9,3,60,no,-
ES,240,Chart,9,4,60,no,-
ES,240,Chart,10,0,60,yes,both
ES,240,Chart,10,1,60,yes,seq-p
ES,240,Chart,10,2,60,yes,seq-p
ES,240,Chart,10,3,60,yes,seq-p
ES,240,Chart,10,4,60,yes,seq-p
ES,240,Chart,11,0,60,yes,seq-p
ES,240,Chart,11,1,60,yes,seq-p
ES,240,Chart,11,2,60,yes,seq-p
ES,240,Chart,11,3,60,yes,seq-p
ES,240,Chart,11,4,60,yes,seq-p
ES,240,Chart,12,0,60,no,-
ES,240,Chart,12,1,60,no,-
ES,240,Chart,12,2,60,no,-
ES,240,Chart,12,3,60,no,-
ES,240,Chart,12,4,60,no,-
